project_id,date,sha,commit_msg,N,M,too_small,D1_csi,D1_n_comm,D2_max_gini,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D4_cycle_rank_norm,n_components,giant_component_frac,isolated_frac,n_staging,n_intermediate,n_mart,n_unclassified,n_sql_files,n_dbt_projects,M_strict,M_recovered_by_permissive,nodes_touched_by_recovered,edges_dropped_as_commented_out,n_documented,n_tested,n_yaml_files,doc_rate,test_rate
Porte-Bleue__mongo-to-postgres-etl,2022-03-15T23:10:45,0baaf9467aceb55ae91d77052f3b3e98ec4eb303,Merge pull request #12 from marielestavel/expose_operations_dbt,15,17,False,0.5714285714285714,3,0.5111111111111111,0.5102671325805219,0.08080304109717246,0.44872080923025187,0.26666666666666666,2,0.733333,0.0,10,0,2,3,15,1,17,0,0,0,10,10,4,0.666667,0.666667
Porte-Bleue__mongo-to-postgres-etl,2022-04-07T07:49:37,88acbcb379249f6386a8a18b9a7318a76b73e4eb,Merge pull request #17 from marielestavel/extend_food_bank_report,15,17,False,0.5714285714285714,3,0.5111111111111111,0.5102671325805219,0.08080304109717246,0.448720515886136,0.26666666666666666,2,0.733333,0.0,10,0,2,3,15,1,17,0,0,0,10,10,4,0.666667,0.666667
Porte-Bleue__mongo-to-postgres-etl,2022-04-25T12:14:30,873a7db255143a7226896b0e9b8703135d6cfd5f,Add date_latest_collection to viz_operations__stock_entries_collection_dates,16,18,False,0.5714285714285714,3,0.5069444444444444,0.5102671325805219,0.08080304109717246,0.4487207991341256,0.25,2,0.6875,0.0,10,0,2,4,16,1,18,0,0,0,11,10,4,0.6875,0.625
Porte-Bleue__mongo-to-postgres-etl,2022-09-09T13:25:58,93cbb66fb276eabf460761d27552d122014b35d2,Add column batch_quantity to stg_operations__product_operations,16,18,False,0.5714285714285714,3,0.5069444444444444,0.5102671325805219,0.08080304109717246,0.4487205179622051,0.25,2,0.6875,0.0,10,0,2,4,16,1,18,0,0,0,11,10,4,0.6875,0.625
Porte-Bleue__mongo-to-postgres-etl,2023-02-03T13:30:02,905da9514f9d48d5b2e3bab45cc27983d02d1b8d,Fix age calculation,19,21,False,0.6428571428571429,3,0.5914786967418546,0.42147317269885276,0.0640849443435275,0.44277228016178055,0.21052631578947367,2,0.684211,0.0,10,0,2,7,19,1,21,0,0,0,13,10,4,0.684211,0.526316
Porte-Bleue__mongo-to-postgres-etl,2023-03-10T15:14:45,eea789b647735cc2bdf45c8e7ac4363b32443eb5,Track grocery shopping stock entries,23,27,False,0.6428571428571429,6,0.6086956521739131,0.08900384676698393,0.012531096562298673,0.5696913156642297,0.21739130434782608,1,1.0,0.0,11,0,2,10,23,1,27,0,0,0,18,11,4,0.782609,0.478261
Porte-Bleue__mongo-to-postgres-etl,2023-03-31T16:31:50,853f71ab0388377f7963bdcf1ee81cba2d9d7603,Add max_weekly_visits to viz_food_bank_report__families__quarterly,23,27,False,0.6428571428571429,6,0.6086956521739131,0.08900384676698393,0.012531096562298673,0.5696913113229466,0.21739130434782608,1,1.0,0.0,11,0,2,10,23,1,27,0,0,0,18,11,4,0.782609,0.478261
Porte-Bleue__mongo-to-postgres-etl,2023-04-23T15:05:15,7dfea00f0944282ff24e18433d0920770a0788b1,Add date_latest_distribution to viz_products__stocks_availability,24,30,False,0.7142857142857143,6,0.6200396825396826,0.15485659856174433,0.020675702237861974,0.5516458623605363,0.2916666666666667,1,1.0,0.0,12,0,2,10,24,1,30,0,0,0,19,11,4,0.791667,0.458333
Porte-Bleue__mongo-to-postgres-etl,2023-06-16T12:20:57,fbfa307f604cec13b2a67bb76f48ea81165c47c4,Introduce viz_food_bank_report__count_members__quarterly,25,32,False,0.7857142857142857,5,0.6418181818181818,0.1571907550311792,0.018977182715074793,0.5375115754441281,0.32,1,1.0,0.0,12,0,2,11,25,1,32,0,0,0,20,11,4,0.8,0.44
Porte-Bleue__mongo-to-postgres-etl,2023-07-07T19:33:59,849b94c622d0216adf87ae794432f29ea8d89b0e,Expose new table in dbt + stg model,26,32,False,0.7857142857142857,5,0.6555944055944056,0.1571907550311792,0.018977182715074793,0.5375115968804546,0.3076923076923077,2,0.961538,0.038462,13,0,2,11,26,1,32,0,0,0,20,11,4,0.769231,0.423077
Porte-Bleue__mongo-to-postgres-etl,2023-10-02T11:22:13,ad551b03d488a08b09486ff4798eb3c71d3ffbf3,Docs,27,34,False,0.8571428571428571,6,0.6406186406186406,0.12250245482507316,0.014788499534438206,0.4490239818108639,0.2962962962962963,1,1.0,0.0,14,0,2,11,27,1,34,0,0,0,20,12,4,0.740741,0.444444
Porte-Bleue__mongo-to-postgres-etl,2023-10-21T20:31:03,a33426a29a495301371fcb9f45a5636044f75a09,Fix join issue in new model,28,36,False,0.7857142857142857,6,0.6414285714285715,0.16453533649861715,0.017859956960962892,0.4637357817104032,0.32142857142857145,1,1.0,0.0,14,0,2,12,28,1,36,0,0,0,21,12,4,0.75,0.428571
Porte-Bleue__mongo-to-postgres-etl,2024-02-26T12:12:08,42f1833efa44b58bb25d544dae775f3ce006b756,Fix source_name in stg_supply_sources,28,36,False,0.7857142857142857,6,0.6414285714285715,0.16453533649861715,0.017859956960962892,0.4637352725217553,0.32142857142857145,1,1.0,0.0,14,0,2,12,28,1,36,0,0,0,21,12,4,0.75,0.428571
Porte-Bleue__mongo-to-postgres-etl,2025-01-27T12:11:21,b56febff72f135c6cdacddcf6d1d6e94062d7089,add incremental window to stg_operations__product_operations,28,36,False,0.7857142857142857,6,0.6414285714285715,0.16453533649861715,0.017859956960962892,0.4637357094435983,0.32142857142857145,1,1.0,0.0,14,0,2,12,28,1,36,0,0,0,21,12,4,0.75,0.428571
Porte-Bleue__mongo-to-postgres-etl,2025-03-26T11:44:11,25d9374ae396a119e5d1acf403dfb30b01e4a2bc,Fix incremental window stg_operations__product_operations,28,36,False,0.7857142857142857,6,0.6414285714285715,0.16453533649861715,0.017859956960962892,0.46373569832392664,0.32142857142857145,1,1.0,0.0,14,0,2,12,28,1,36,0,0,0,21,12,4,0.75,0.428571
