project_id,date,sha,commit_msg,N,M,too_small,D1_csi,D1_n_comm,D2_max_gini,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D4_cycle_rank_norm,n_components,giant_component_frac,isolated_frac,n_staging,n_intermediate,n_mart,n_unclassified,n_sql_files,n_dbt_projects
snowplow__dbt-snowplow-mobile,2021-12-06T22:49:53,2a5729b65e33e4a4065710ba49e9e4231eb50fee,Add support for Redshift (Close #2),24,27,False,0.7857142857142857,4,0.5681464174454829,0.1082398179417502,0.009742253550054134,0.6917368192165354,0.25,3,0.916667,0.083333,11,0,0,13,24,2
snowplow__dbt-snowplow-mobile,2022-02-23T14:33:00,b244247a82660862cd4e6faf0ad269b91e489873,Update datediff based filters to timestamp based (Close #11),24,27,False,0.7857142857142857,4,0.5681464174454829,0.1082398179417502,0.009742253550054134,0.6917368299605157,0.25,3,0.916667,0.083333,11,0,0,13,30,2
snowplow__dbt-snowplow-mobile,2022-03-11T09:28:00,474b0b1bb0dd86147e6beb34fa656f62915eefb4,Clean up incremental manifest varchar logic (Close #20),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381605130554,0.24,3,0.92,0.08,11,0,0,14,31,2
snowplow__dbt-snowplow-mobile,2022-04-26T22:17:27,e23fd757471f3930f5ffbcf267b103471689e214,Add `query_tag` to Snowflake queries (Close #22),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381409129267,0.24,3,0.92,0.08,11,0,0,14,31,2
snowplow__dbt-snowplow-mobile,2022-06-14T10:10:03,bc607dc3367d921bb9ea3b9f6ca8be37835e9005,Add support for Databricks (Close #28),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381169633318,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2022-07-28T09:16:51,0b38a130aadeb47bc0567236ec3a65a7b769fc50,Fix unstruct_events (Close #34),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381891654063,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2022-08-26T14:43:08,e1b2a331538c255bfbe3056c2e3e2eeac6e9c6e8,Optimize performance in Databricks for incremental models (Close #40),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.713238179660114,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2022-10-26T10:05:44,3e945b25f219da8fdf1729c474a87e7077546501,Drop support for dbt versions below 1.3 (Close #49),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381379870002,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2022-12-13T12:48:07,81061d8555389c7a7a1301cd80cefbfc150c73dc,"Add new context fields to int tests, and select all columns",25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381308746584,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-01-11T16:07:06,229886c6244a184aea0d51078718717abb004949,Fix databricks geolocation aliasing (Close #57),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381366142682,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-02-21T13:16:33,dc7f933ccaaafdb89c8d9a22850fd6c743e85faa,reduce previous_session_id test severity to warn (Close #62),25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381467140806,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-03-17T12:29:47,eb28d2076fb1e9fa6b58bfef27483d4f2a47c073,Change dedupe logic for Redshift and Postgres to include all events,25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381348374637,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-06-24T10:56:10,3d52d145db909b635d284efec1fbaeb19061e9d1,Add dedupe count to allow joining of multi-valued contexts,25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381761863038,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-09-26T08:15:18,1f68ec3ed2ba3ae536bad7e47635ca75feb41e8f,Remove snowplow_is_incremental reference,25,28,False,0.8571428571428571,5,0.592,0.1065750960482302,0.008816572487120918,0.7132381451433433,0.24,3,0.92,0.08,11,0,0,14,33,2
snowplow__dbt-snowplow-mobile,2023-10-13T16:20:55,e316c8757aeb1a1c2bb9afd81f11475904a52b01,Implement new base macros throughout package and passthrough fields,19,20,False,0.5714285714285714,3,0.6145092460881935,0.48625076443280135,0.07577808872018667,0.23801854844704184,0.3157894736842105,5,0.526316,0.157895,5,0,0,14,25,2
snowplow__dbt-snowplow-mobile,2023-11-22T11:04:37,1cfc4f3f6a20dfdb239bed1ed8b278ae654be04f,Update license,19,20,False,0.5714285714285714,3,0.6145092460881935,0.48625076443280135,0.07577808872018667,0.23801859146192603,0.3157894736842105,5,0.526316,0.157895,5,0,0,14,25,2
