project_id,date,sha,commit_msg,N,M,too_small,D1_csi,D1_n_comm,D2_max_gini,D3_alg_conn,D3_norm_gap,D3_fiedler_bim,D4_cycle_rank_norm,n_components,giant_component_frac,isolated_frac,n_staging,n_intermediate,n_mart,n_unclassified,n_sql_files,n_dbt_projects
michaelconan__personal-reporting-pipelines,2025-02-08T00:29:01,299f9057decee73eb1bbb2419b8558cbf434a7c7,feat: separate alembic migrations,3,2,True,,,,,,,,1,1.0,0.0,3,0,0,0,3,1
michaelconan__personal-reporting-pipelines,2025-03-22T00:01:55,17427c9dc898fd8bc796d6e6de20cd00fc2effc7,feat: update dbt hubspot models and add data tests,7,3,False,0.7857142857142857,1,0.5714285714285714,1.0,0.25000000000000006,0.11904502822383876,0.0,4,0.571429,0.428571,7,0,0,0,7,1
michaelconan__personal-reporting-pipelines,2025-04-12T23:00:33,0ffcce0dc68ba47b8b97b8134bd785d24fc593de,"feat: update schema loading, dbt models",11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.1232755818569831,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-05-24T21:53:04,693b950b2327adffb36353ab3ef81177c21f8775,feat: add google compute engine scripts,11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.08162232588607612,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-08-11T20:55:07,89dde3a70aa24e2de957f6c64bef5c540742c6ab,fix: normalize line endings according to gitattributes,11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.11603036600035814,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-09-10T23:24:15,574c790eac3bd4492ae78e7d20f2a05758899717,feat: Integrate Marimo and enhance dbt development workflow,11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.08705690686109538,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-09-27T01:03:53,05198519364416a4bf6db6ea10d01b73ea7756cc,feat: Enhance dbt models and workflows with new data tests and Makefile updates,11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.09030757982326781,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-10-25T23:41:15,931dd72d8c71f39969bcf09d5cd01e2189bbb219,feat: enhance dbt models with cross-database support and improved testing (#79),11,6,False,0.7857142857142857,1,0.7272727272727273,1.0,0.25000000000000006,0.13333306715266866,0.0,5,0.363636,0.272727,10,1,0,0,11,1
michaelconan__personal-reporting-pipelines,2025-12-12T23:53:58,f0cc280a4628ad06d8a4eda1744c58ef6927f355,Fix/make macro (#84),13,12,False,0.6428571428571429,2,0.4326923076923077,0.5139605971027529,0.09672470546749107,0.25414971454734137,0.07692307692307693,2,0.538462,0.0,10,1,2,0,13,1
michaelconan__personal-reporting-pipelines,2025-12-22T07:04:27,98f34ecf0fb28049dd4a223b2954328e774476f4,fix: update dbt tests and ci workflows,14,12,False,0.6428571428571429,2,0.4732142857142857,0.5139605971027529,0.09672470546749107,0.25414971465888664,0.07142857142857142,3,0.5,0.071429,10,1,2,1,14,1
michaelconan__personal-reporting-pipelines,2026-01-16T23:00:01,fb3fdd4235a5387e9559b613394c4d181eb2c532,feat: add 1password secret store support,14,12,False,0.6428571428571429,2,0.4732142857142857,0.5139605971027529,0.09672470546749107,0.2541497143520536,0.07142857142857142,3,0.5,0.071429,10,1,2,1,14,1
michaelconan__personal-reporting-pipelines,2026-03-17T21:23:57,2f17d6ecc12cbc42f4d7585a97dcaf6207484ed3,chore: Consolidate tool configs into pyproject.toml and fix pre-commit,18,16,False,0.7142857142857143,4,0.4393939393939394,0.26573096169400084,0.0363358634985391,0.4021149491848886,0.1111111111111111,4,0.777778,0.111111,13,1,3,1,18,1
michaelconan__personal-reporting-pipelines,2026-04-11T17:14:49,fc9085dec87350e9ab9be523be102fb73d47f5df,refactor: use dbt_utils.deduplicate in stg_fitbit__sleep now that macro is fixed,18,16,False,0.7142857142857143,4,0.4393939393939394,0.26573096169400084,0.0363358634985391,0.4021149402324269,0.1111111111111111,4,0.777778,0.111111,13,1,3,1,18,1
michaelconan__personal-reporting-pipelines,2026-07-10T10:14:23,9fa3526295a44b6e066bb84ad1189fae16eb6f08,Fix Python Test Suite and dbt Mock Target Compatibility (#127),18,16,False,0.7142857142857143,4,0.4393939393939394,0.26573096169400084,0.0363358634985391,0.40211495389952434,0.1111111111111111,4,0.777778,0.111111,13,1,3,1,18,1
